# Polynomial: y = 19.1726x^0 + 80.3243x^1 + 87.5079x^2 + 64.3090x^3 + 79.0277x^4 + 52.2716x^5 + 55.6271x^6 + 65.4306x^7 + 26.1558x^8
x,y
6.9873,209371914.22705
9.6376,2501776873.07298
5.1527,20605280.35391
7.0728,229840929.45644
7.3645,313460578.72453
6.3541,101217107.23870
8.6211,1055524792.32292
7.3709,315559835.30031
8.2357,741458890.67103
2.3296,63353.12307
7.1009,236940018.82875
7.7907,483202651.23613
8.4991,945460729.71960
5.5879,38063592.14489
8.0934,648183304.30278
2.7711,213718.91250
7.0459,223220088.60731
5.2613,24122474.94971
3.1235,504567.16088
5.5994,38661926.89634
5.0316,17220219.47143
3.6361,1529188.35716
7.3795,318400078.12365
9.7770,2796601913.60925
6.7080,153179253.14078
5.4091,29748310.30248
3.3307,804402.83524
3.8225,2210665.90525
3.7750,2015669.04790
7.5643,385086293.76536
1.5104,3926.12593
3.2933,740886.55468
4.8842,13764508.33013
1.5474,4521.51073
5.1954,21930574.63218
3.3156,778205.33790
1.6032,5580.67472
7.0267,218597087.30532
4.2484,4842119.14545
7.7898,482772969.61226
3.0915,468369.70028
5.5359,35458078.98076
6.8923,188515812.21686
4.3806,6086190.12048
6.6713,146881179.92045
4.2109,4532574.42273
5.5029,33886781.43275
9.7764,2795270516.61972
1.8791,15043.66629
1.0416,621.87120
8.8281,1268053015.53147
4.0533,3412989.26744
5.3136,25996190.32248
9.8364,2931188862.87934
2.2775,54238.25166
2.1160,32925.05430
1.3437,2050.57990
7.0329,220080684.83525
6.9787,207404219.03616
5.3848,28751244.64888
3.0109,387119.38020
6.4206,109593551.59399
2.9062,300224.37210
3.8034,2130354.85261
4.0503,3394275.52490
4.8865,13813369.32379
9.4618,2168982887.21099
2.1902,41551.94434
6.0464,69319615.09382
8.7624,1196874323.97029
7.4722,350465275.38847
5.9506,61382534.54702
7.5137,365712624.99487
8.4314,888828023.95454
9.9462,3194951206.07032
8.3718,841451098.68916
1.7027,8057.73431
6.4084,108012893.92946
4.8563,13183741.94273
5.2396,23380446.90333
3.4508,1041881.71749
4.1000,3716187.47580
8.2571,756456150.27381
2.0268,24695.67385
6.5380,125869941.41995
7.4816,353869265.69956
9.0389,1522066392.92180
1.9181,17188.29851
6.8763,185188324.81691
4.9197,14535780.33370
5.9971,65129661.79978
4.3720,5997496.94834
6.1415,78072945.40481
9.9246,3141482314.56382
3.9491,2813402.85975
7.6740,430198730.24993
6.8858,187157763.91143
8.3630,834646526.53817
1.2059,1187.14497
2.0161,23844.20305
4.7934,11952487.54368
9.4539,2154984732.39958
7.6798,432707457.62231
5.7935,50080389.64356
8.7997,1236842870.67506
3.5597,1308280.94454
1.0163,564.00886
1.5065,3867.84902
5.6021,38803592.92382
8.1627,692238830.49602
7.1438,248148266.64626
3.0688,444095.97891
6.8943,188935404.32604
6.2560,89883481.57211
7.1127,239977864.03447
3.3664,869442.14166
7.9733,577620392.34444
8.9312,1387223750.98212
7.7971,486267827.58028
5.6873,43513857.93137
6.1067,74763755.02999
5.1197,19629617.14655
2.1394,35454.63552
2.2532,50400.70688
8.9805,1447591609.42226
6.5100,121807337.28756
5.1454,20385870.91245
8.5998,1035537841.20380
4.5451,8018834.21173
5.1079,19290695.71736
2.9854,364137.92892
4.2596,4938090.35239
9.0635,1554427513.93981
6.3095,95918230.47680
2.0513,26748.82487
9.1416,1661192457.08465
6.1075,74838427.07848
3.5979,1414957.05853
8.9898,1459233561.97690
4.7666,11459271.10111
9.9473,3197695336.37136
9.0584,1547669477.98890
9.1755,1709496165.69569
7.0681,228671890.35093
8.7648,1199411571.15071
3.0411,415979.04030
6.6918,150370633.37393
9.8121,2875460875.25857
8.8846,1332198956.17879
3.2941,742197.65462
7.1481,249296872.58873
7.4282,334909737.45547
1.9850,21516.85069
4.8248,12553925.86556
7.3418,306112980.00075
8.7123,1144970620.56849
9.8886,3054106121.23399
4.7540,11233611.28832
7.3207,299418875.50136
5.0013,16453646.38436
8.3905,856072187.25901
3.7847,2054215.61172
8.4590,911547094.99503
1.8687,14514.18183
1.5240,4135.86549
7.5299,371820254.45315
5.7785,49103319.37156
4.3767,6045827.44341
9.2909,1883267571.31209
8.1280,669862456.17363
1.6638,6988.62889
7.9655,573279689.19831
2.3776,72928.32566
4.1231,3874701.21139
7.2311,272398192.76893
8.9512,1411442797.74794
8.8640,1308489883.68762
4.3754,6032425.42432
3.7962,2100751.27426
7.6771,431538013.77613
4.7023,10347905.80116
3.1252,506557.09532
8.5256,968473675.50715
7.8345,504522511.36678
9.8882,3053147344.61649
2.5960,134661.76974
6.2634,90697864.33642
2.0974,31030.71214
3.0620,437043.25000
3.2185,626926.10373
1.2983,1713.40489
9.3666,2005478868.83334
6.7058,152795162.20309
2.4618,92858.12815
6.8186,173611473.79277
9.6427,2512063295.64259
5.2994,25475271.64436
1.9785,21057.02598
5.7865,49622326.38263
9.0502,1536857506.26902
9.1965,1740031361.12887
6.7669,163781566.42629
3.7638,1971951.82827
5.5682,37057437.30830
9.5105,2257045553.87973
6.5986,135070824.64954
6.0043,65727404.56316
2.1292,34331.41871
5.4021,29458033.22661
3.7549,1937807.33478
6.3289,98192509.58466
8.6906,1123107838.85673
1.1210,848.26767
7.3702,315329631.54412
9.1821,1719042013.69208
8.9975,1468934507.53494
5.2366,23279451.25891
8.4479,902349725.07074
9.9789,3277412428.36790
6.8699,183871791.08558
8.3237,804842051.37709
5.4466,31346407.50213
9.1600,1687260036.07150
2.5370,114585.68269
8.2746,768916862.20148
6.3835,104848589.10079
4.7943,11969368.40793
7.3675,314443078.70153
7.0199,216979985.61860
1.6438,6491.29752
5.4915,33358318.67766
5.8671,55125324.19547
7.1764,256973050.69626
1.7275,8815.55591
6.4778,117277602.75815
7.9809,581877429.52468
5.9324,59968134.05092
6.7099,153511647.71262
1.5690,4907.07831
3.8395,2284367.02188
1.0304,595.50503
2.4242,83430.12429
9.0712,1564679743.64469
6.2930,94020335.18885
4.6215,9085950.75612
4.3279,5560240.01050
9.6587,2544574989.74857
5.8301,52536187.56848
3.4997,1154946.32850
9.1211,1632565395.97781
7.7007,441854027.85746
4.6073,8878693.65727
5.3529,27486815.37139
3.8142,2175446.03135
3.2396,657396.20533
5.8970,57298531.62802
8.1186,663910888.36255
4.9735,15776774.51728
8.8393,1280549395.53924
3.7876,2065864.63093
4.4502,6847303.46509
5.1553,20683923.93422
2.0229,24382.21761
9.9330,3162181995.45094
5.4185,30142048.08827
5.4843,33028282.18957
9.1478,1669936452.02172
5.9626,62330999.48670
9.2935,1887354380.84612
7.0407,221959656.17860
6.5676,130293154.92159
7.4860,355472538.33146
9.6870,2602982309.05754
8.4516,905406451.00223
9.3082,1910606862.77368
2.0803,29375.74136
6.3878,105389168.04998
3.3970,928818.73600
4.7992,12061642.08343
7.8347,504621719.69361
8.0291,609520876.98402
5.0464,17605886.48938
7.3791,318267479.50333
2.9524,336183.66178
5.1334,20029640.63851
5.0070,16595527.71000
2.6267,146289.00435
5.9998,65353255.41725
4.5418,7975327.07862
2.6210,144065.50199
8.9603,1422584373.04268
9.3062,1907428602.04983
4.0488,3384952.42016
8.8045,1242070133.71426
2.4945,101811.75711
3.5284,1226200.95863
9.6991,2628310859.64210
3.2272,639335.87038
6.1674,80618338.63338
9.6677,2563024119.05460
8.4993,945632604.14836
3.1525,539471.69533
9.3682,2008135079.41096
5.8436,53468262.22313
1.8422,13240.37275
4.5267,7778875.24356
7.2002,263587939.46200
1.6192,5924.41306
1.6235,6020.07850
6.8875,187512116.42172
8.0944,648801145.79158
3.1420,526596.34368
4.0505,3395520.30418
5.7231,45637726.80805
5.2425,23478440.42034
6.1039,74502916.09871
7.9471,563152978.87512
5.8601,54627095.35715
6.7824,166676168.91061
7.2787,286474335.14523
4.8480,13015163.54474
2.7655,210665.74619
5.3331,26726720.72593
1.6841,7529.09021
7.4363,337727128.37741
6.2389,88026032.25221
8.2692,765052824.60646
7.7736,475095661.68903
8.9009,1351224578.35336
4.3160,5447145.45241
5.4177,30108361.81760
7.2172,268403627.60676
3.7567,1944670.83119
5.9187,58922346.46752
6.5786,131971245.64543
7.7766,476509271.11623
6.6418,141984167.39903
1.1853,1093.93419
6.0484,69494459.09462
2.7422,198371.12520
5.1594,20808472.74953
6.9990,212075115.76324
6.5366,125664030.77706
8.5037,949420764.73364
9.0415,1525458579.41690
4.3200,5484933.47013
3.1798,574251.17225
4.7267,10757986.28470
6.8059,171150153.74140
6.4436,112628611.16413
2.4928,101328.11852
7.9677,574501090.50202
4.0524,3407365.67441
5.5965,38510271.52706
7.1741,256341562.61494
1.2059,1187.14497
6.4667,115750650.58279
3.2949,743510.79163
8.1517,685075705.95779
3.4428,1024340.69047
7.1901,260762803.73689
2.1109,32395.62221
3.2894,734524.02514
7.5408,375979766.08720
7.1773,257220525.02692
6.1017,74298530.29279
3.9884,3027697.29109
6.1877,82663853.43025
9.4145,2086344699.97413
2.5298,112326.77818
4.5484,8062549.06944
4.5351,7887629.92282
7.8609,517766538.70076
2.1111,32416.24008
2.8223,243493.34689
8.5137,958079639.89703
8.4290,886876076.00326
6.8055,171073130.46950
1.3067,1771.40641
5.3721,28241880.48741
2.8347,251231.67117
6.9435,199518034.24458
9.1304,1645498359.38831
1.6099,5722.30205
1.9753,20833.91134
2.6716,164890.12502
1.6421,6450.56649
4.8511,13077904.40294
8.6834,1115934986.30820
5.5839,37857384.10267
7.4320,336228904.87809
2.3032,58577.40443
9.9868,3297611299.68105
9.3509,1979577434.32140
2.7379,196172.65415
2.3912,75864.81114
7.2038,264601373.17844
8.8610,1305068091.52987
1.1609,993.09098
5.9990,65286935.52684
7.9368,557552841.61651
2.2633,51965.38283
6.6369,141184758.40231
3.3295,802292.95945
8.8331,1273618509.12010
5.1443,20352987.17622
2.4108,80281.14787
7.4345,337099255.70485
8.0477,620491557.05350
8.4678,918896891.34521
9.9305,3156008939.54206
4.4942,7370367.22368
7.9148,545754316.98222
8.1249,667894567.01733
8.7606,1194974471.74144
8.2553,755184555.75804
1.7739,10410.87006
3.1651,555286.66065
2.0071,23148.50761
6.4457,112909354.64752
3.6238,1491555.06173
9.8794,3032120780.41044
2.0041,22920.69043
4.7300,10814526.00228
9.1166,1626339503.58336
4.9083,14284081.50176
7.9776,580025618.99091
6.3383,99311351.38460
1.2327,1320.50968
1.1830,1083.99854
8.8559,1299269011.14449
2.3614,69562.29889
4.2181,4590624.48344
6.0545,70030119.42628
5.8750,55692383.99133
9.6275,2481514432.25003
4.9219,14584798.25394
2.1078,32077.54006
9.6456,2517928926.04690
1.9793,21113.13913
9.3928,2049363595.03083
8.8303,1270499205.49005
3.3044,759260.98293
8.6903,1122808166.57774
1.7551,9735.19676
9.0142,1490168341.98117
9.3940,2051393547.49889
9.6077,2442208299.85533
2.3487,67020.61541
5.7003,44274868.64152
9.4105,2079484341.53623
5.2120,22465588.70020
2.5364,114395.91878
4.5777,8459930.03098
5.6676,42382452.56206
8.9542,1415107377.95979
9.3079,1910129828.47324
3.6944,1719126.92327
1.6921,7752.43442
6.9608,203360489.04547
2.4816,98192.28319
9.1873,1726595801.15731
4.3726,6003647.89288
5.4340,30801264.14130
7.4060,327293151.46367
9.2055,1753263269.99054
1.3881,2442.24693
2.5819,129600.81972
3.8054,2138642.70281
3.1200,500491.85936
6.9703,205497925.45140
1.0732,703.20944
4.3595,5870601.51889
3.9106,2616480.91262
1.2655,1504.29433
8.7790,1214520140.53402
5.2518,23795125.15771
8.4485,902844796.08687
8.9368,1393968148.63672
7.9379,558148581.08554
1.3159,1837.14083
6.7688,164134006.18224
7.7368,458051589.70280
5.8904,56812484.88417
5.3727,28265765.92515
6.2306,87136636.78888
2.6009,136460.96743
5.8520,54055496.04119
9.0662,1558015739.70628
5.7354,46388088.94478
7.4762,351910263.54053
3.9900,3036716.72981
6.1762,81499558.98066
9.7822,2808163949.66182
5.5604,36665542.13639
8.3308,810156596.72766
2.3756,72505.10037
4.4050,6344116.33729
9.4896,2218876871.02113
7.0489,223950106.48188
9.5111,2258149735.13772
8.9441,1402803018.99341
9.9078,3100438333.25743
9.7604,2759970568.02592
7.5847,393147430.81124
9.1256,1638812132.19847
1.8933,15794.81113
4.6229,9106612.15659
2.2567,50938.11094
9.6770,2582211070.14120
7.1424,247775302.56864
2.6087,139368.81148
2.9205,310974.21375
7.3951,323609277.35088
8.1674,695319365.14007
5.9603,62148223.20554
9.1855,1723977748.59410
8.5624,1001243602.73467
4.4678,7052489.88029
4.7637,11406984.88741
3.1693,560648.09290
9.7170,2666175816.26404
9.2411,1806469726.54198
8.5991,1034886652.70777
4.3285,5565996.32260
2.1172,33050.74432
5.6600,41952904.49254
2.9741,354343.85750
7.8315,503036433.07259
5.9164,58748350.24019
9.6754,2578901166.36444
8.9916,1461496280.71899
8.8946,1343843118.86578
6.4946,119622196.64316
7.8713,523066807.94094
9.7934,2833208945.91066
6.2214,86159999.65163
7.7942,484876818.05614
6.9436,199540061.09796
4.1696,4211851.59877
3.9641,2893571.39512
9.2120,1762874321.17786
7.9579,569077767.01918
3.8766,2452731.64552
1.5663,4857.25903
1.6746,7271.55336
2.8756,278313.63141
9.7459,2728317531.47175
2.1433,35892.69437
1.8962,15952.31696
7.6060,401721403.25756
4.5072,7531457.62064
7.3277,301625325.62408
5.6091,39172993.31448
8.4974,944000900.32590
5.5763,37468281.22228
5.2261,22928967.55926
5.1235,19739865.33453
1.0939,762.54511
4.8471,12996997.89338
6.6197,138409759.66856
9.5842,2396264910.53198
2.7010,178172.36112
6.3495,100658992.49433
9.6622,2551735796.84490
6.2722,91674719.08921
8.5629,1001695444.37915
7.7414,460152404.04219
1.8302,12697.60197
7.4242,333526034.96681
6.7612,162728217.43633
4.2510,4864251.29798
2.0713,28536.81362
7.7891,482439003.97321
1.5768,5053.68688
2.2614,51667.78159
3.6805,1672057.47330
8.3574,830341456.73605
4.3984,6273422.03806
5.9742,63260016.16588
9.9220,3135099344.80981
9.2666,1845444393.38875
5.6853,43397801.46089
4.8434,12922549.90918
8.4416,897165802.72095
4.5939,8686922.06963
1.3063,1768.60127
1.9826,21346.02906
9.0100,1484802976.73178
6.2442,88598106.61794
6.5361,125590562.73406
5.5055,34008329.14589
5.9513,61437512.67370
5.0738,18339890.12587
7.7097,445844561.31491
3.2088,613339.86840
6.3524,101010532.77815
1.3348,1979.74672
1.9323,18035.19883
9.1733,1706324539.87425
3.1907,588678.42479
3.5366,1247255.04290
4.3329,5608369.03140
8.6967,1129216372.54977
4.8254,12565671.65610
2.7665,211208.11795
1.8086,11771.21822
8.0647,630669248.38882
2.3083,59474.24905
4.1226,3871208.44003
9.1493,1672057974.76081
7.7021,442472717.19230
4.3945,6231973.30101
8.7828,1218591413.72420
3.9090,2608565.54284
4.6098,8914879.37938
2.3892,75426.50733
6.0082,66053182.18908
1.4444,3043.03156
5.7119,44963733.24920
1.0311,597.11725
5.1274,19853578.08769
7.3858,320494892.25146
8.1532,686048660.37264
5.1322,19994319.18819
7.4705,349852729.30124
4.9539,15314330.14229
4.6176,9028610.30879
4.1261,3895715.88671
3.6035,1431219.77991
7.8502,512362483.47721
6.6444,142409949.88896
6.5095,121735846.31456
8.9886,1457726786.24979
1.4967,3724.98027
2.1747,39599.38345
8.8184,1257316613.96124
3.4845,1118701.45527
9.3893,2043452935.74257
3.1168,496791.21647
6.3189,97014376.85241
1.0096,549.67738
4.1335,3947979.64492
2.2705,53107.01358
1.0836,732.38782
4.0322,3283265.27198
5.3838,28710847.61646
1.3385,2008.90046
5.2166,22615852.54750
8.1748,700193881.03366
8.3025,789154352.08869
8.2236,733094806.67651
8.0228,605843679.48273
4.6277,9177763.96188
2.6605,160107.42067
5.3279,26530176.94828
5.5711,37204074.09574
4.4905,7325073.71951
1.1929,1127.42743
1.2135,1223.52604
7.8827,528931204.92624
6.8755,185023308.29974
8.6852,1117724431.12901
2.8729,276449.72019
1.4084,2644.45156
2.5742,126908.60090
4.6326,9250899.79713
3.5984,1416402.46685
9.7353,2705379484.18425
5.7826,49368713.80057
7.9737,577843765.59352
1.1782,1063.55783
4.0733,3540074.74459
1.1359,899.61430
4.7752,11615562.81534
4.0500,3392409.10580
2.1767,39846.64204
4.9781,15887062.14798
3.8225,2210665.90525
5.0559,17857408.95941
5.1970,21981651.84428
2.6202,143755.83161
6.1523,79125663.54729
1.8056,11647.52744
5.4062,29627750.30100
1.7919,11097.54986
7.0734,229990544.26014
3.5294,1228751.71974
3.5315,1234123.47683
6.7921,168510316.47527
7.8251,499878927.90050
2.5854,130841.14496
3.2849,727242.31295
5.7204,45474442.53782
4.4986,7424548.91444
1.2275,1293.50616
1.5321,4265.73061
9.9323,3160452475.81671
3.8381,2278217.17567
6.1333,77281865.95125
5.1904,21771627.37698
2.7694,212787.96245
2.2974,57572.07819
7.7813,478731325.82106
6.5434,126666936.68228
7.6432,417088588.83265
1.5514,4590.70726
9.7310,2696122646.66388
1.5139,3979.12732
1.9594,19756.51133
8.4442,899302032.58103
1.9223,17434.97631
9.7488,2734622604.06226
8.3609,833029842.21892
1.8296,12671.00081
5.2458,23590387.47282
8.5918,1028117008.72660
6.8162,173143983.09367
7.5431,376862644.77637
6.0671,71148018.43440
8.1152,661769616.80211
2.5353,114048.73971
4.1999,4445128.55759
2.5295,112233.51768
7.0600,226669370.42966
3.9552,2845766.70663
8.8319,1272280845.15188
9.1825,1719622045.90372
5.1087,19313510.44834
4.2738,5062161.20710
6.0132,66472912.53916
2.3685,71020.18374
9.0121,1487483542.70048
8.7145,1147207773.81318
8.5464,986878507.61415
9.7655,2771179832.92594
1.0139,558.82923
3.2820,722583.31656
6.9141,193133666.88614
1.3829,2392.89053
1.7183,8527.12837
5.9521,61500397.58573
1.3719,2291.62820
4.0350,3300227.23435
1.3063,1768.60127
5.3599,27760026.73532
8.6173,1051934505.73658
4.5144,7621997.04867
5.6040,38903555.99984
6.0121,66380372.12751
4.2241,4639496.05725
9.0930,1594027108.08715
9.8717,3013826582.61244
3.4014,937642.73298
9.0710,1564412705.43051
8.8470,1289203036.89134
9.5799,2387940606.18169
4.9410,15016482.56050
7.9315,554690252.16101
6.0312,68003333.97728
1.2419,1369.67406
6.8823,186430059.27176
5.6916,43764299.61952
8.3162,799261250.03512
2.3390,65135.18256
5.3009,25529863.11947
4.9984,16381869.61968
8.6168,1051462896.01410
7.3209,299481720.38224
8.8867,1334636880.24070
1.6218,5982.08774
3.5746,1349019.59805
1.0310,596.88665
8.6705,1103183820.81458
8.6561,1089100709.39637
2.2343,47584.92356
3.0925,469465.33435
1.8624,14201.69351
6.5674,130262817.84055
2.0007,22664.93217
2.4623,92989.60592
9.5429,2317351965.85913
8.4944,941429541.49726
4.2173,4584142.47479
7.5597,383288701.33427
2.7224,188425.14142
9.3587,1992408839.25003
2.2559,50814.82851
1.3167,1842.96840
1.2853,1627.30091
5.1462,20409815.56204
7.9838,583509046.63140
6.5736,131206147.14173
3.6196,1478892.06108
8.7124,1145072226.47842
2.7203,187396.51431
2.9926,370501.89192
8.0013,593440250.23617
1.7019,8034.31371
5.5192,34655116.61656
5.8459,53628494.64375
7.0818,232094118.13820
4.1367,3970769.79497
7.5196,367926766.06463
9.6697,2567139782.90180
3.7141,1787826.31274
1.0668,685.86631
7.3014,293408361.88520
7.0960,235688462.94430
3.6527,1581297.29748
6.6301,140081901.20157
5.5667,36981789.39040
4.7960,12001311.45143
4.6696,9819827.43715
7.6494,419699169.27946
1.5134,3971.51476
9.2088,1758136981.46962
8.9982,1469819203.24721
5.7576,47769767.82939
8.7761,1211421128.27494
2.6946,175203.27244
4.8878,13841053.52835
4.7143,10547840.86263
7.5136,365675197.88646
4.6947,10223003.84022
5.0192,16902808.35387
3.6375,1533524.16005
8.5261,968912551.10115
3.5229,1212254.64494
5.8041,50781073.71627
3.1119,491171.21309
4.4866,7277596.00963
9.0546,1542650805.89100
6.2481,89021142.43444
7.5569,382198113.28137
4.6143,8980339.24931
2.9286,317212.36480
7.5218,368755375.24698
7.8275,501060954.06740
9.9509,3206690550.38251
3.6954,1722557.57910
7.1949,262102120.99006
2.4969,102498.01732
4.0149,3180148.67660
9.6268,2480115440.90867
8.3107,795190210.85936
9.1666,1696697190.82965
9.9054,3094613379.85082
2.7794,218315.88140
3.0757,451354.51726
1.4477,3082.30217
5.7505,47324013.93121
9.0145,1490552230.64599
6.8651,182889772.77644
8.5625,1001333956.79406
1.8023,11512.83260
4.8695,13455781.76610
2.0909,30392.05739
1.1342,893.59680
1.4641,3284.70694
5.2385,23343370.72026
5.6514,41471436.76455
8.5342,976046620.33228
2.8565,265362.49121
3.8695,2419694.37333
5.2878,25056536.86071
5.7734,48774937.88144
4.3985,6274487.99365
2.0867,29985.66476
1.6361,6308.68809
9.6937,2616980689.91555
9.7696,2780220065.22109
2.0158,23820.71433
8.2428,746405513.00114
9.4334,2119028446.65140
8.5877,1024331898.29089
2.7694,212787.96245
5.1113,19387821.54996
2.3534,67951.46856
7.6594,423939915.69334
6.4567,114389944.45560
6.6571,144505833.02394
6.3779,104148218.12277
6.9858,209027540.08327
6.7655,163522297.91269
3.3479,835184.31732
1.0168,565.09447
4.4684,7059578.77308
6.5646,129838747.27921
7.7932,484397967.56837
2.3595,69176.69076
1.5258,4164.40002
1.1218,850.94580
8.3625,834261352.90220
8.1798,703504375.52176
8.5932,1029412285.36831
3.2707,704678.38866
3.2280,640487.75768
7.9116,544056499.02889
9.0874,1586442741.05153
4.4028,6320474.43436
5.4750,32606217.41284
9.8053,2860033187.54273
9.4729,2188785584.95659
2.1419,35734.88985
8.7269,1159888858.44160
9.5256,2284978243.19765
2.8273,246588.00063
1.3186,1856.88139
3.1825,577795.63480
2.8071,234294.64325
9.2400,1804804796.35813
1.5961,5434.14436
5.0264,17086481.90270
4.9569,15384333.73142
8.7472,1180913871.34211
3.0955,472765.76725
6.2798,92525763.50757
6.8496,179749938.39448
6.4702,116230232.75533
7.9359,557065832.32677
2.0861,29928.00715
1.2589,1465.37413
2.6057,138243.99819
3.3639,864741.79401
5.8019,50634947.29389
4.9633,15534611.78459
3.5827,1371629.64321
8.4007,864140635.68464
6.1985,83770505.76533
1.3185,1856.14658
5.7072,44683502.16900
4.6222,9096276.31893
3.5255,1218830.00480
2.1204,33388.01575
2.9061,300150.36513
1.4934,3678.00029
5.5638,36835919.94096
6.9077,191767813.20032
9.7916,2829170724.95984
3.4936,1140278.76870
3.9863,3015894.91339
6.5051,121108307.38540
2.9343,321667.93844
9.4742,2191115135.69315
7.0700,229143852.56224
2.7455,200073.02630
5.3227,26334899.55693
3.7960,2099934.12769
7.8301,502344241.62499
3.3277,799137.25647
8.0165,602185907.85564
7.2741,285086810.31757
9.9302,3155268881.86185
9.7854,2815299818.12148
3.2678,700146.63756
3.1263,507848.37259
8.9098,1361712805.12564
9.6786,2585524690.26193
8.1881,709030038.57295
9.9327,3161440671.37559
1.2791,1587.75148
9.8312,2919184711.45591
6.9455,199958975.81933
3.4947,1142911.59358
9.2088,1758136981.46962
8.0708,634356689.02345
8.0686,633024623.32905
1.5155,4003.57971
3.6333,1520548.99701
4.6825,10025263.03068
9.1419,1661614629.43798
1.7536,9683.04881
2.4162,81537.23970
1.9943,22190.44534
6.1451,78422481.15097
1.8830,15246.68239
3.3724,880814.60313
8.5160,960080926.88026
1.3925,2484.77326
5.9436,60835116.97655
7.3918,322501155.33064
6.8986,189840295.73712
6.8400,177829011.58738
1.0671,686.66906
3.3247,793901.96665
5.4594,31908833.21471
5.4750,32606217.41284
3.7891,2071912.68143
5.0232,17004634.61727
5.4481,31411864.67365
5.5663,36961639.45508
6.6395,141608442.70482
3.9173,2649855.66081
1.9420,18635.13844
6.2844,93044221.27685
1.5699,4923.79024
6.7905,168206565.81436
5.9154,58672840.07908
2.5526,119618.23536
6.4829,117985065.41709
4.6950,10227909.03582
8.8226,1261955561.29570
8.5448,985451966.61646
8.8582,1301881485.39119
8.4265,884846786.33129
4.6453,9442836.83222
1.3656,2235.50752
4.1511,4074758.20681
3.8602,2377010.70369
6.7300,157066881.39224
6.1529,79184510.37171
3.3149,777009.27224
1.1882,1106.59372
4.0764,3560139.63421
1.3341,1974.27765
5.1610,20857254.97192
3.5557,1297529.88564
8.4964,943143098.76768
1.7066,8172.80872
3.9584,2862874.58996
1.4846,3555.43603
6.1894,82837195.56776
5.7080,44731092.84111
7.1767,257055518.98004
2.4412,87582.25644
6.6493,143215424.18236
9.6169,2460403470.19333
5.5039,33933485.47679
8.8203,1259413333.87350
2.0418,25935.22441
3.4252,986660.00206
1.5709,4942.42122
1.6865,7595.46494
3.3801,895600.46560
9.7898,2825137540.96269
9.9370,3172080860.21615
4.1514,4076949.76398
4.1813,4300625.09800
9.9586,3226004667.47854
4.6395,9354752.22361
9.2948,1889400693.94808
7.8840,529603592.16110
2.5856,130912.33633
5.9813,63834597.44517
7.6979,440618919.67220
4.4046,6339812.05692
6.5491,127512997.14913
2.5711,125838.74977
4.5082,7543975.93697
1.3620,2204.03717
9.0700,1563078112.41494
6.5275,124332782.16091
4.0126,3166655.61289
1.4838,3544.48699
6.4398,112122151.67764
5.5895,38146350.22883
9.7711,2783533908.43615
3.6192,1477690.99384
5.8408,53273762.33300
9.9787,3276902472.71206
3.0553,430190.74927
1.6251,6056.03825
8.4872,935283269.17003
6.7073,153056950.84419
2.4954,102068.62688
9.0599,1549654461.77879
4.7208,10657544.97335
6.6142,137532535.89386
8.3225,803946838.50762
3.9202,2664416.77118
1.1776,1061.03047
7.4057,327191271.47119
8.1542,686697968.15613
3.4214,978686.00170
4.3487,5762864.08278
9.7707,2782649879.16983
3.7428,1892218.14848
1.9183,17199.97332
1.0839,733.24822
4.2044,4480721.54487
5.2788,24735819.55570
7.9257,551572351.82669
6.9283,196194591.17954
2.1838,40735.56300
2.1631,38192.06837
8.4786,927987925.95578
9.2719,1853636724.59336
9.7711,2783533908.43615
2.0749,28869.77685
7.2663,282747487.44555
8.6958,1128313289.43784
3.0596,434577.67136
2.8601,267762.14026
6.7603,162562442.26766
1.4688,3344.99644
2.6820,169485.14961
1.0106,551.79114
3.4525,1045642.96257
5.0303,17186699.45430
7.6615,424835220.60958
7.0916,234569550.33866
8.5645,1003142536.82104
6.8233,174530176.94598
3.4230,982036.55444
2.5224,110046.24101
9.5211,2276622468.46138
8.7908,1227201567.48742
8.6893,1121809764.20841
1.8434,13295.79017
9.9950,3318692338.60282
7.8393,506908227.44255
4.6152,8993481.61585
4.8238,12534370.91097
5.9973,65146201.29919
8.7233,1156194680.21038
6.5560,128543789.09950
7.4701,349708737.03136
1.0236,580.08496
2.2173,45172.71112
1.2833,1614.43799
6.6898,150027035.30808
3.8874,2503743.80563
9.1503,1673473633.04140
4.1066,3760886.43287
4.1382,3981492.30130
8.3298,809406216.39339
6.1135,75400551.06880
5.9450,60944257.37282
1.8095,11808.55746
7.7887,482248257.24082
6.6415,141935110.41029
8.6528,1085895575.49877
1.0336,602.91359
3.4061,947149.56694
9.6827,2594032829.72892
8.3271,807383226.25354
4.7392,10973528.12258
5.2395,23377074.21237
6.1991,83832364.79039
6.0567,70224193.08186
9.9132,3113579566.20632
5.3658,27992148.08149
7.5459,377939901.70166
3.9548,2843634.53458
2.0138,23664.65264
3.9276,2701890.99324
3.5801,1364336.14292
9.5413,2314341116.71313
6.7923,168548319.03676
1.5352,4316.43522
7.3272,301467251.56777
3.2602,688391.53795
5.8640,54904191.51113
6.1170,75730160.24736
7.9153,546020019.38265
2.2231,45983.17557
7.3051,294552386.29946
1.1781,1063.13617
4.8618,13296500.88993
3.7188,1804567.84871
8.5414,982426556.41658
7.9568,568471832.14404
8.4033,866207909.93925
2.6558,158119.48920
8.5149,959123333.74103
7.7823,479205271.43472
3.4402,1018695.93949
